rank,frequency,word,pos
5739,-1,담,명사
5742,-1,동서,명사
5743,-1,들여놓다,동사
5744,-1,따스하다,형용사
5746,-1,말투,명사
5748,-1,명령어,명사
5749,-1,목욕탕,명사
5753,-1,미끄러지다,동사
5754,-1,바닷물,명사
5755,-1,변신,명사
5757,-1,부친,명사
5759,-1,붙잡히다,동사
5760,-1,브랜드,명사
5761,-1,빨다,동사
5762,-1,사무,명사
5763,-1,사소하다,형용사
5764,-1,상,명사
5767,-1,상쾌하다,형용사
5768,-1,성,명사
5771,-1,손길,명사
5774,-1,순위,명사
5777,-1,식사하다,동사
5778,-1,쌍,명사
5779,-1,썰렁하다,형용사
5783,-1,암시,명사
5784,-1,앞날,명사
5787,-1,역사상,명사
5788,-1,연주,명사
5790,-1,우울하다,형용사
5791,-1,우체국,명사
5793,-1,울리다,동사
5796,-1,육상,명사
5797,-1,음주,명사
5798,-1,이별,명사
5800,-1,인재,명사
5801,-1,인종,명사
5802,-1,일시적,명사
5804,-1,재밌다,형용사
5805,-1,전문적,명사
5808,-1,젊음,명사
5809,-1,점잖다,형용사
5812,-1,조개,명사
5816,-1,주무시다,동사
5819,-1,중계방송,명사
5820,-1,중독,명사
5821,-1,지급,명사
5822,-1,진실하다,형용사
5823,-1,차창,명사
5826,-1,초청하다,동사
5827,-1,출발점,명사
5828,-1,출판,명사
5829,-1,출현하다,동사
5830,-1,클럽,명사
5831,-1,키스,명사
5833,-1,탈출하다,동사
5836,-1,판사,명사
5839,-1,허락,명사
5841,-1,확신,명사
5845,-1,흐리다,형용사
5850,-1,걱정스럽다,형용사
5851,-1,건설되다,동사
5857,-1,고개,명사
5860,-1,고프다,형용사
5866,-1,그제야,부사
5868,-1,금연,명사
5870,-1,기성세대,명사
5871,-1,기술하다,동사
5872,-1,까치,명사
5873,-1,꿈속,명사
5874,-1,나비,명사
5876,-1,남북,명사
5877,-1,납득하다,동사
5881,-1,단,명사
5883,-1,대사관,명사
5886,-1,독창적,명사
5887,-1,되풀이되다,동사
5889,-1,떠나가다,동사
5890,-1,떠들썩하다,형용사
5891,-1,뜻대로,부사
5892,-1,레스토랑,명사
5893,-1,로봇,명사
5896,-1,만점,명사
5897,-1,매달,부사
5899,-1,모여들다,동사
5902,-1,묵다,동사
5904,-1,바깥쪽,명사
5905,-1,배고프다,형용사
5906,-1,버섯,명사
5911,-1,보수,명사
5912,-1,보안,명사
5914,-1,뵈다,동사
5915,-1,부,명사
5917,-1,비웃다,동사
5918,-1,비키다,동사
5919,-1,사나이,명사
5921,-1,사모님,명사
5923,-1,삼,수사
5925,-1,상징적,명사
5926,-1,색다르다,형용사
5930,-1,세미나,명사
5931,-1,세제,명사
5932,-1,속삭이다,동사
5935,-1,시일,명사
5936,-1,시합,명사
5939,-1,신속하다,형용사
5940,-1,신제품,명사
5941,-1,신중하다,형용사
5944,-1,썩,부사
5946,-1,암컷,명사
5949,-1,여행하다,동사
5952,-1,예고하다,동사
5953,-1,위반하다,동사
5954,-1,윗몸,명사
5956,-1,은은하다,형용사
5958,-1,이해관계,명사
5959,-1,익히다,동사
5960,-1,일대,관사
5961,-1,입력,명사
5962,-1,자연현상,명사
5966,-1,정류장,명사
5968,-1,정신없이,부사
5969,-1,정직하다,형용사
5971,-1,조정하다,동사
5973,-1,주름,명사
5974,-1,중요,명사
5978,-1,챔피언,명사
5981,-1,최신,명사
5982,-1,축하,명사
5983,-1,취소,명사
5985,-1,캐릭터,명사
5987,-1,커튼,명사
5992,-1,팬,명사
5995,-1,해롭다,형용사
5998,-1,현관문,명사
6000,-1,활발해지다,동사
6001,-1,회복되다,동사
6002,-1,희생하다,동사
6003,-1,가능해지다,동사
6009,-1,겨울철,명사
6014,-1,고추장,명사
6015,-1,골프장,명사
6017,-1,공연히,부사
6018,-1,과정,명사
6022,-1,국수,명사
6023,-1,국제적,명사
6026,-1,그전,명사
6029,-1,금고,명사
6031,-1,꾸중,명사
6032,-1,끌어당기다,동사
6033,-1,끼,명사
6035,-1,능동적,명사
6036,-1,달빛,명사
6038,-1,당분간,부사
6042,-1,도움말,명사
6045,-1,되살리다,동사
6046,-1,뒷산,명사
6049,-1,만족하다,동사
6050,-1,맵다,형용사
6051,-1,메다,동사
6052,-1,몰려오다,동사
6054,-1,물질적,명사
6056,-1,미인,명사
6058,-1,믿어지다,동사
6059,-1,반죽,명사
6060,-1,반지,명사
6062,-1,밤,명사
6063,-1,배치,명사
6064,-1,백인,명사
6068,-1,본,관사
6069,-1,본사,명사
6070,-1,부르다,형용사
6072,-1,불평등하다,형용사
6075,-1,비타민,명사
6076,-1,빌딩,명사
6077,-1,빠뜨리다,동사
6078,-1,산속,명사
6079,-1,새로이,부사
6082,-1,서양인,명사
6084,-1,소지품,명사
6085,-1,송이,명사
6086,-1,쇠,명사
6088,-1,수컷,명사
6089,-1,승리하다,동사
6091,-1,식초,명사
6095,-1,심부름,명사
6096,-1,씨앗,명사
6098,-1,야외,명사
6099,-1,얻어먹다,동사
6100,-1,엄숙하다,형용사
6101,-1,여가,명사
6102,-1,여동생,명사
6104,-1,연상하다,동사
6107,-1,옆집,명사
6108,-1,오래간만,명사
6109,-1,오래도록,부사
6110,-1,올려다보다,동사
6112,-1,외다,동사
6113,-1,외침,명사
6117,-1,이빨,명사
6118,-1,이해,명사
6122,-1,일손,명사
6126,-1,잠바,명사
6127,-1,잠수함,명사
6128,-1,장수,명사
6129,-1,장학금,명사
6130,-1,재다,동사
6131,-1,쟤,부정사
6132,-1,점심시간,명사
6137,-1,지도하다,동사
6138,-1,지적,명사
6139,-1,진로,명사
6140,-1,진행자,명사
6142,-1,쪽,명사
6143,-1,찾아다니다,동사
6144,-1,책임감,명사
6146,-1,체온,명사
6147,-1,초밥,명사
6149,-1,출구,명사
6150,-1,출입문,명사
6152,-1,통과,명사
6155,-1,포장마차,명사
6156,-1,푸다,동사
6157,-1,풀,명사
6158,-1,피망,명사
6159,-1,필름,명사
6160,-1,한결,부사
6163,-1,한여름,명사
6165,-1,항공,명사
6168,-1,회전,명사
6169,-1,휴지,명사
6170,-1,가려지다,동사
6172,-1,가위,명사
6178,-1,고속,명사
6180,-1,곧다,형용사
6181,-1,골치,명사
6187,-1,구하다,동사
6189,-1,그때그때,부사
6195,-1,내달,명사
6198,-1,넷째,수사
6201,-1,놔두다,동사
6202,-1,늦어지다,동사
6210,-1,도망가다,동사
6212,-1,독하다,형용사
6215,-1,땅콩,명사
6218,-1,뜰,명사
6219,-1,뜻밖에,부사
6222,-1,명단,명사
6224,-1,무의미하다,형용사
6225,-1,문구,명사
6228,-1,뭣,대명사
6230,-1,미만,명사
6240,-1,백색,명사
6249,-1,비바람,명사
6251,-1,사기,명사
6252,-1,사망하다,동사
6253,-1,사무직,명사
6260,-1,소질,명사
6261,-1,솜,명사
6267,-1,시디롬,명사
6268,-1,식생활,명사
6269,-1,신호등,명사
6270,-1,신혼여행,명사
6271,-1,실,명사
6272,-1,씩씩하다,형용사
6275,-1,연구실,명사
6279,-1,월드컵,명사
6281,-1,유머,명사
6284,-1,의류,명사
6293,-1,입원,명사
6294,-1,잊혀지다,동사
6295,-1,잘살다,동사
6296,-1,장가,명사
6297,-1,적응,명사
6302,-1,정리되다,동사
6307,-1,졸업생,명사
6308,-1,죽다,보조사
6312,-1,창피하다,형용사
6318,-1,친절,명사
6319,-1,침실,명사
6321,-1,태권도,명사
6324,-1,토론하다,동사
6335,-1,하나하나,명사
6337,-1,합하다,동사
6339,-1,핸드백,명사
6340,-1,햄버거,명사
6349,-1,가정교사,명사
6352,-1,감사,명사
6362,-1,공통적,명사
6363,-1,교육자,명사
6364,-1,교재,명사
6372,-1,기타,명사
6374,-1,길어지다,동사
6375,-1,깨소금,명사
6379,-1,나빠지다,동사
6380,-1,남,명사
6382,-1,놓아두다,동사
6387,-1,대접하다,동사
6394,-1,두통,명사
6399,-1,뛰어내리다,동사
6405,-1,무궁화,명사
6411,-1,바이러스,명사
6413,-1,방바닥,명사
6415,-1,번거롭다,형용사
6426,-1,사냥,명사
6429,-1,사회생활,명사
6435,-1,설거지,명사
6441,-1,수년,명사
6445,-1,수출하다,동사
6446,-1,숙소,명사
6447,-1,슈퍼마켓,명사
6451,-1,심리적,명사
6458,-1,연기,명사
6463,-1,위로,명사
6465,-1,이용자,명사
6468,-1,입력하다,동사
6470,-1,자격증,명사
6489,-1,진료,명사
6495,-1,창가,명사
6498,-1,초조하다,형용사
6500,-1,타다,동사
6507,-1,한잔하다,동사
6508,-1,함께하다,동사
6509,-1,합격하다,동사
6516,-1,화장지,명사
6524,-1,힘껏,부사
6526,-1,가요,명사
6530,-1,감상,명사
6540,-1,공짜,명사
6541,-1,공통되다,동사
6550,-1,그만하다,형용사
6559,-1,나들이,명사
6562,-1,녹이다,동사
6565,-1,눈가,명사
6572,-1,도망,명사
6575,-1,동기,명사
6582,-1,모기,명사
6585,-1,미니,명사
6590,-1,방면,명사
6592,-1,법적,명사
6593,-1,벤치,명사
6597,-1,보수,명사
6603,-1,볼일,명사
6605,-1,부끄러움,명사
6608,-1,비누,명사
6609,-1,비행,명사
6610,-1,빗줄기,명사
6614,-1,사회학,명사
6619,-1,성적,명사
6621,-1,세수,명사
6627,-1,순진하다,형용사
6628,-1,스웨터,명사
6634,-1,심심하다,형용사
6640,-1,어려워지다,동사
6642,-1,여행사,명사
6647,-1,올라서다,동사
6649,-1,왼손,명사
6655,-1,유학생,명사
6656,-1,은,명사
6664,-1,자리,명사
6668,-1,잘생기다,형용사
6671,-1,장애인,명사
6672,-1,재활용품,명사
6673,-1,저러다,동사
6674,-1,저리,부사
6676,-1,절약하다,동사
6677,-1,정반대,명사
6680,-1,조,명사
6689,-1,진동,명사
6693,-1,찌개,명사
6707,-1,추천,명사
6720,-1,학점,명사
6721,-1,한가하다,형용사
6725,-1,합격,명사
6730,-1,환영하다,동사
6735,-1,간접적,명사
6736,-1,갈다,동사
6746,-1,경영하다,동사
6752,-1,그리움,명사
6754,-1,그사이,명사
6757,-1,기념하다,동사
6758,-1,기도,명사
6760,-1,길거리,명사
6761,-1,꽃잎,명사
6766,-1,넥타이,명사
6770,-1,대강,부사
6775,-1,독립하다,동사
6776,-1,돌려주다,동사
6779,-1,들이마시다,동사
6780,-1,뛰어오르다,동사
6781,-1,라이터,명사
6784,-1,매일,명사
6790,-1,문밖,명사
6796,-1,방송하다,동사
6802,-1,보충하다,동사
6812,-1,불완전하다,형용사
6813,-1,불평,명사
6815,-1,붐비다,동사
6824,-1,생활환경,명사
6826,-1,서명,명사
6830,-1,손등,명사
6842,-1,역사학,명사
6844,-1,영,부사
6846,-1,오리,명사
6848,-1,요리사,명사
6851,-1,원,감탄사
6852,-1,원서,명사
6861,-1,이론적,명사
6864,-1,이제야,부사
6871,-1,임신하다,동사
6872,-1,입원하다,동사
6876,-1,자취,명사
6877,-1,잠그다,동사
6878,-1,잡수시다,동사
6879,-1,장난감,명사
6880,-1,장례,명사
6884,-1,전기밥솥,명사
6894,-1,지금껏,부사
6896,-1,지름길,명사
6897,-1,지진,명사
6901,-1,참석자,명사
6902,-1,창구,명사
6907,-1,최저,명사
6915,-1,코미디,명사
6918,-1,튀기다,동사
6926,-1,필수,명사
6928,-1,하품,명사
6930,-1,한국말,명사
6939,-1,횟수,명사
6941,-1,흐리다,동사
6942,-1,가능,명사
6946,-1,값싸다,형용사
6951,-1,계란,명사
6961,-1,교문,명사
6963,-1,권투,명사
6969,-1,긴장감,명사
6970,-1,김,명사
6980,-1,넷,수사
6989,-1,뒤편,명사
6994,-1,매달다,동사
6995,-1,매주,부사
7002,-1,문제되다,동사
7013,-1,받침,명사
7023,-1,북,명사
7026,-1,불이익,명사
7027,-1,불필요하다,형용사
7034,-1,산부인과,명사
7036,-1,새우다,동사
7038,-1,서명하다,동사
7045,-1,수,명사
7046,-1,수고하다,동사
7049,-1,수학,명사
7054,-1,신부,명사
7057,-1,쓸데없다,형용사
7058,-1,아뇨,감탄사
7059,-1,아래쪽,명사
7060,-1,아스팔트,명사
7061,-1,아하,감탄사
7066,-1,알코올,명사
7068,-1,액세서리,명사
7071,-1,에어컨,명사
7074,-1,염려하다,동사
7076,-1,오이,명사
7078,-1,외삼촌,명사
7079,-1,요,관사
7082,-1,웃음소리,명사
7086,-1,위쪽,명사
7093,-1,음료수,명사
7102,-1,인쇄,명사
7107,-1,잔디,명사
7110,-1,전세,명사
7116,-1,조깅,명사
7129,-1,초대,명사
7133,-1,치다,동사
7134,-1,캠퍼스,명사
7136,-1,터널,명사
7139,-1,퇴직금,명사
7153,-1,환갑,명사
7158,-1,가만있다,동사
7160,-1,간편하다,형용사
7161,-1,감동적,명사
7167,-1,건너오다,동사
7182,-1,관광지,명사
7185,-1,교복,명사
7186,-1,교포,명사
7188,-1,귀가하다,동사
7201,-1,날아다니다,동사
7211,-1,더더욱,부사
7221,-1,등록금,명사
7224,-1,뛰어다니다,동사
7225,-1,마음씨,명사
7226,-1,만,관사
7231,-1,메모,명사
7234,-1,몇십,관사
7238,-1,몸매,명사
7239,-1,몸무게,명사
7240,-1,무관심,명사
7246,-1,반짝이다,동사
7249,-1,배달,명사
7250,-1,번역,명사
7256,-1,부인,명사
7258,-1,분주하다,형용사
7262,-1,비닐봉지,명사
7264,-1,비판적,명사
7266,-1,뺏다,동사
7270,-1,사전,명사
7274,-1,서랍,명사
7278,-1,소나기,명사
7280,-1,소중히,부사
7281,-1,손잡이,명사
7283,-1,수도꼭지,명사
7291,-1,실례,명사
7292,-1,싸구려,명사
7294,-1,안녕,감탄사
7295,-1,안되다,형용사
7298,-1,약국,명사
7303,-1,어찌나,부사
7304,-1,엉터리,명사
7311,-1,연하다,형용사
7321,-1,원숭이,명사
7323,-1,위법,명사
7325,-1,육체적,명사
7327,-1,음력,명사
7339,-1,이혼,명사
7343,-1,일회용,명사
7353,-1,잔디밭,명사
7355,-1,저기,감탄사
7358,-1,전문직,명사
7360,-1,전화기,명사
7366,-1,제출,명사
7371,-1,지난주,명사
7378,-1,진달래,명사
7385,-1,찌다,동사
7386,-1,차남,명사
7387,-1,채점,명사
7397,-1,침착하다,형용사
7398,-1,캄캄하다,형용사
7401,-1,타자기,명사
7407,-1,팬티,명사
7409,-1,편히,부사
7410,-1,포인트,명사
7411,-1,포크,명사
7417,-1,한밤중,명사
7430,-1,효도,명사
7434,-1,가구,명사
7438,-1,간호사,명사
7440,-1,개나리,명사
7445,-1,고등학생,명사
7448,-1,골목길,명사
7453,-1,관람객,명사
7459,-1,귀가,명사
7460,-1,그리워하다,동사
7464,-1,기억나다,동사
7466,-1,기침,명사
7474,-1,노랫소리,명사
7476,-1,다섯,수사
7478,-1,닭고기,명사
7487,-1,대학교수,명사
7497,-1,뒷문,명사
7500,-1,딸아이,명사
7503,-1,레몬,명사
7505,-1,만족스럽다,형용사
7516,-1,미움,명사
7518,-1,바가지,명사
7521,-1,발끝,명사
7523,-1,배꼽,명사
7524,-1,병실,명사
7527,-1,봉사하다,동사
7536,-1,비행장,명사
7539,-1,사랑스럽다,형용사
7561,-1,숟가락,명사
7562,-1,술병,명사
7564,-1,습기,명사
7571,-1,쓰이다,동사
7581,-1,엽서,명사
7583,-1,예보,명사
7586,-1,요일,명사
7587,-1,욕실,명사
7588,-1,용감하다,형용사
7592,-1,운전기사,명사
7594,-1,위험성,명사
7599,-1,익다,형용사
7600,-1,일,수사
7605,-1,장마,명사
7606,-1,재학,명사
7608,-1,저,대명사
7610,-1,전기,명사
7612,-1,전시하다,동사
7616,-1,정기적,명사
7619,-1,종교적,명사
7620,-1,주관적,명사
7629,-1,직장인,명사
7630,-1,진심,명사
7634,-1,질문하다,동사
7637,-1,짧아지다,동사
7638,-1,찌다,동사
7640,-1,책가방,명사
7643,-1,천국,명사
7649,-1,치약,명사
7651,-1,큰절,명사
7663,-1,학과,명사
7678,-1,후회,명사
7683,-1,강조,명사
7687,-1,게시판,명사
7696,-1,공통점,명사
7701,-1,과외,명사
7703,-1,교내,명사
7705,-1,구,명사
7714,-1,금요일,명사
7720,-1,김밥,명사
7728,-1,내적,명사
7731,-1,놀이터,명사
7736,-1,다녀가다,동사
7738,-1,답장,명사
7749,-1,때때로,부사
7753,-1,뜨다,동사
7756,-1,마라톤,명사
7759,-1,매스컴,명사
7767,-1,무,명사
7769,-1,묵다,동사
7773,-1,바나나,명사
7776,-1,발등,명사
7778,-1,밤새,명사
7784,-1,별일,명사
7785,-1,보내오다,동사
7789,-1,부채,명사
7791,-1,불법,명사
7795,-1,블라우스,명사
7800,-1,사업가,명사
7801,-1,사이좋다,형용사
7811,-1,세상에,감탄사
7816,-1,수고,명사
7818,-1,수요일,명사
7822,-1,슬퍼하다,동사
7823,-1,시금치,명사
7828,-1,신청서,명사
7835,-1,쓰레기통,명사
7836,-1,아랫사람,명사
7838,-1,앞쪽,명사
7840,-1,앨범,명사
7841,-1,양,명사
7848,-1,여전하다,형용사
7853,-1,영남,명사
7857,-1,옥상,명사
7860,-1,왼발,명사
7864,-1,운전하다,동사
7868,-1,위,명사
7883,-1,일기,명사
7884,-1,일자리,명사
7890,-1,자매,명사
7897,-1,저번,명사
7900,-1,전시장,명사
7904,-1,절약,명사
7906,-1,정답,명사
7907,-1,정오,명사
7909,-1,제대하다,동사
7913,-1,졸다,동사
7918,-1,즉석,명사
7920,-1,지방,명사
7924,-1,차차,부사
7930,-1,추측,명사
7933,-1,충고,명사
7939,-1,코피,명사
7946,-1,팩시밀리,명사
7956,-1,한낮,명사
7958,-1,할인,명사
7971,-1,가득히,부사
7977,-1,간호,명사
7979,-1,갑,명사
7984,-1,건너,명사
7985,-1,걷다,동사
7987,-1,겁나다,동사
7996,-1,고구마,명사
8014,-1,국기,명사
8018,-1,금메달,명사
8031,-1,노트,명사
8033,-1,눈감다,동사
8034,-1,눈뜨다,동사
8043,-1,대입,명사
8044,-1,대화하다,동사
8045,-1,도마,명사
8050,-1,동화책,명사
8053,-1,딸기,명사
8054,-1,땅바닥,명사
8064,-1,모집하다,동사
8071,-1,미워하다,동사
8076,-1,밤색,명사
8077,-1,밥맛,명사
8079,-1,배우자,명사
8085,-1,복사,명사
8090,-1,볶음밥,명사
8113,-1,성별,명사
8116,-1,세탁,명사
8117,-1,소문나다,동사
8118,-1,소용없다,형용사
8120,-1,속상하다,형용사
8121,-1,손수건,명사
8122,-1,송아지,명사
8124,-1,수돗물,명사
8126,-1,수만,관사
8129,-1,수입되다,동사
8130,-1,수입품,명사
8134,-1,술자리,명사
8140,-1,식기,명사
8146,-1,싼값,명사
8153,-1,안,명사
8154,-1,안부,명사
8157,-1,양주,명사
8160,-1,어린이날,명사
8168,-1,영화배우,명사
8169,-1,오른발,명사
8173,-1,용서,명사
8177,-1,우편,명사
8189,-1,이사하다,동사
8191,-1,일등,명사
8198,-1,작아지다,동사
8205,-1,정장,명사
8210,-1,좁히다,동사
8212,-1,좋아,감탄사
8218,-1,죽,부사
8219,-1,줄무늬,명사
8224,-1,지워지다,동사
8225,-1,지저분하다,형용사
8226,-1,진통,명사
8229,-1,찬성하다,동사
8231,-1,참석,명사
8235,-1,초콜릿,명사
8238,-1,최고급,명사
8239,-1,최상,명사
8240,-1,최악,명사
8242,-1,출국,명사
8246,-1,친해지다,동사
8248,-1,코끝,명사
8250,-1,터미널,명사
8264,-1,피자,명사
8267,-1,한국적,명사
8275,-1,햄,명사
8282,-1,환영,명사
8286,-1,가로수,명사
8290,-1,간식,명사
8293,-1,감,명사
8296,-1,개다,동사
8305,-1,고급스럽다,형용사
8307,-1,고소하다,형용사
8313,-1,공주,명사
8322,-1,깨어지다,동사
8324,-1,남,명사
8328,-1,네거리,명사
8329,-1,노란색,명사
8330,-1,녹음하다,동사
8336,-1,달러,명사
8342,-1,대여섯,관사
8349,-1,되돌아보다,동사
8355,-1,등산로,명사
8358,-1,마사지,명사
8359,-1,만,수사
8361,-1,먹히다,동사
8364,-1,몸살,명사
8367,-1,무더위,명사
8369,-1,무용가,명사
8375,-1,박스,명사
8377,-1,반기다,동사
8381,-1,밥솥,명사
8388,-1,베개,명사
8389,-1,벨트,명사
8391,-1,복사하다,동사
8400,-1,붓다,동사
8401,-1,비,명사
8407,-1,사계절,명사
8408,-1,사과하다,동사
8411,-1,사투리,명사
8416,-1,상금,명사
8438,-1,수저,명사
8444,-1,식욕,명사
8457,-1,앞바다,명사
8458,-1,얄밉다,형용사
8459,-1,양상추,명사
8467,-1,여대생,명사
8471,-1,연기하다,동사
8478,-1,온라인,명사
8481,-1,외갓집,명사
8482,-1,외할머니,명사
8489,-1,유능하다,형용사
8493,-1,유적지,명사
8499,-1,음악가,명사
8500,-1,응답하다,동사
8503,-1,이롭다,형용사
8505,-1,이분,대명사
8512,-1,인삼,명사
8513,-1,인상,명사
8518,-1,입사,명사
8520,-1,자,명사
8527,-1,재활용,명사
8536,-1,점원,명사
8539,-1,제삿날,명사
8546,-1,주름살,명사
8561,-1,참고하다,동사
8562,-1,찻잔,명사
8568,-1,철학적,명사
8572,-1,초대,명사
8579,-1,추천하다,동사
8589,-1,칫솔,명사
8591,-1,큰길,명사
8598,-1,판매되다,동사
8602,-1,포근하다,형용사
8603,-1,포도,명사
8605,-1,하나님,명사
8610,-1,학력,명사
8613,-1,한정하다,동사
8619,-1,향상되다,동사
8626,-1,홈페이지,명사
8633,-1,횡단보도,명사
8645,-1,가톨릭,명사
8651,-1,강당,명사
8659,-1,건조하다,형용사
8660,-1,걷기,명사
8668,-1,고모부,명사
8672,-1,공중전화,명사
8673,-1,공통,명사
8674,-1,과거,명사
8682,-1,국가적,명사
8685,-1,귓속,명사
8686,-1,그래픽,명사
8687,-1,근교,명사
8690,-1,기초적,명사
8699,-1,녹음,명사
8704,-1,다양성,명사
8710,-1,대상자,명사
8718,-1,동그라미,명사
8727,-1,떠나오다,동사
8731,-1,레이저,명사
8736,-1,마중,명사
8753,-1,밝다,동사
8754,-1,밤중,명사
8756,-1,배드민턴,명사
8757,-1,배부르다,형용사
8759,-1,버튼,명사
8768,-1,보수적,명사
8779,-1,불확실하다,형용사
8781,-1,비만,명사
8785,-1,빗방울,명사
8791,-1,사회자,명사
8795,-1,샤워,명사
8798,-1,서투르다,형용사
8809,-1,세탁기,명사
8811,-1,손뼉,명사
8812,-1,손수,부사
8813,-1,송편,명사
8822,-1,시들다,동사
8823,-1,시디,명사
8826,-1,신사,명사
8828,-1,신혼부부,명사
8830,-1,싱겁다,형용사
8832,-1,쓸데없이,부사
8840,-1,야하다,형용사
8845,-1,어쩌다가,부사
8863,-1,옛날이야기,명사
8865,-1,오븐,명사
8866,-1,온종일,명사
8867,-1,와인,명사
8869,-1,왕비,명사
8874,-1,우승하다,동사
8875,-1,운반,명사
8877,-1,웃어른,명사
8893,-1,인사말,명사
8904,-1,자판기,명사
8906,-1,장모님,명사
8910,-1,저녁때,명사
8914,-1,저울,명사
8918,-1,적어지다,동사
8943,-1,지폐,명사
8945,-1,진실로,부사
8952,-1,촛불,명사
8956,-1,출퇴근,명사
8960,-1,치과,명사
8964,-1,테스트,명사
8967,-1,통역,명사
8968,-1,퇴근하다,동사
8978,-1,표시하다,동사
8981,-1,피로하다,형용사
8982,-1,하,명사
8985,-1,한데,부사
8997,-1,혼잣말,명사
8998,-1,화나다,동사
9002,-1,효도하다,동사
9013,-1,힘없이,부사
9014,-1,가로,명사
9018,-1,갈아타다,동사
9030,-1,건넌방,명사
9044,-1,곧이어,부사
9047,-1,공기,명사
9052,-1,굉장하다,형용사
9061,-1,그래서,부정사
9066,-1,기업인,명사
9069,-1,긴장되다,동사
9072,-1,깨끗해지다,동사
9075,-1,낚싯대,명사
9077,-1,남동생,명사
9080,-1,냇물,명사
9082,-1,단골,명사
9084,-1,단맛,명사
9089,-1,담요,명사
9091,-1,대,명사
9095,-1,더러워지다,동사
9101,-1,데우다,동사
9103,-1,도착,명사
9105,-1,동그랗다,형용사
9114,-1,뛰어나오다,동사
9115,-1,레저,명사
9116,-1,로터리,명사
9129,-1,무덥다,형용사
9136,-1,뭘,감탄사
9144,-1,반대편,명사
9145,-1,발바닥,명사
9146,-1,발톱,명사
9148,-1,밝아지다,동사
9149,-1,밤새다,동사
9167,-1,부잣집,명사
9169,-1,분명해지다,동사
9177,-1,사진기,명사
9179,-1,산길,명사
9184,-1,상추,명사
9193,-1,섭씨,명사
9195,-1,소시지,명사
9202,-1,쇼핑,명사
9208,-1,수업,명사
9213,-1,스케줄,명사
9214,-1,스키,명사
9222,-1,시외,명사
9231,-1,심각해지다,동사
9233,-1,싹,부사
9238,-1,씻기다,동사
9241,-1,안심하다,동사
9247,-1,약,명사
9248,-1,약수,명사
9249,-1,약품,명사
9250,-1,양배추,명사
9251,-1,양보,명사
9252,-1,양옆,명사
9253,-1,얕다,형용사
9254,-1,어두워지다,동사
9257,-1,어쩜,부사
9260,-1,엊그제,부사
9261,-1,여고생,명사
9263,-1,여왕,명사
9265,-1,연기되다,동사
9266,-1,열,수사
9271,-1,예약,명사
9275,-1,올라타다,동사
9285,-1,운동화,명사
9294,-1,이곳저곳,명사
9296,-1,이다음,명사
9305,-1,일회용품,명사
9306,-1,읽히다,동사
9317,-1,잡수다,동사
9319,-1,장사꾼,명사
9325,-1,저런,감탄사
9328,-1,점심때,명사
9345,-1,즐거워하다,동사
9354,-1,집중하다,동사
9356,-1,짜다,형용사
9357,-1,짜증스럽다,형용사
9364,-1,천재,명사
9369,-1,초등학교,명사
9370,-1,초보,명사
9371,-1,초여름,명사
9372,-1,초저녁,명사
9377,-1,충돌하다,동사
9380,-1,코트,명사
9395,-1,피곤,명사
9398,-1,학비,명사
9407,-1,해,명사
9409,-1,해외여행,명사
9421,-1,효자,명사
9431,-1,감소되다,동사
9433,-1,강변,명사
9462,-1,공연되다,동사
9466,-1,공휴일,명사
9474,-1,괴로워하다,동사
9484,-1,그리로,부사
9498,-1,까먹다,동사
9500,-1,깜빡,부사
9501,-1,깡패,명사
9503,-1,꾸다,동사
9505,-1,낚시꾼,명사
9517,-1,다양해지다,동사
9527,-1,대중교통,명사
9529,-1,데려오다,동사
9537,-1,등록하다,동사
9541,-1,뛰놀다,동사
9542,-1,뛰어오다,동사
9544,-1,라켓,명사
9547,-1,마요네즈,명사
9548,-1,마흔,수사
9549,-1,만세,명사
9551,-1,만화가,명사
9552,-1,맘대로,부사
9554,-1,머리말,명사
9555,-1,면접,명사
9557,-1,명함,명사
9558,-1,몸속,명사
9563,-1,무책임하다,형용사
9570,-1,반짝거리다,동사
9572,-1,밤새우다,동사
9578,-1,번지,명사
9583,-1,볼펜,명사
9605,-1,빨간색,명사
9611,-1,사립,명사
9612,-1,사생활,명사
9615,-1,사이사이,명사
9616,-1,사자,명사
9628,-1,새소리,명사
9631,-1,생활수준,명사
9632,-1,서툴다,형용사
9634,-1,석사,명사
9637,-1,성당,명사
9645,-1,속마음,명사
9647,-1,손잡다,동사
9653,-1,숙녀,명사
9655,-1,순하다,형용사
9658,-1,시댁,명사
9660,-1,시부모,명사
9666,-1,신체적,명사
9670,-1,실수하다,동사
9675,-1,쓴맛,명사
9685,-1,야옹,부사
9690,-1,얼마간,명사
9709,-1,올여름,명사
9713,-1,외제,명사
9714,-1,외출하다,동사
9719,-1,욕하다,동사
9724,-1,위아래,명사
9730,-1,음반,명사
9732,-1,의논,명사
9733,-1,이,수사
9734,-1,이래서,부정사
9738,-1,이발소,명사
9748,-1,자살하다,동사
9749,-1,자연적,명사
9751,-1,장례식,명사
9755,-1,재수,명사
9757,-1,재작년,명사
9758,-1,재채기,명사
9762,-1,전구,명사
9765,-1,전문점,명사
9767,-1,전통문화,명사
9769,-1,정거장,명사
9778,-1,존댓말,명사
9783,-1,주전자,명사
9788,-1,지우다,동사
9800,-1,찬성,명사
9811,-1,초보자,명사
