rank,frequency,word,pos
2541,-1,후배,명사
2542,-1,휴가,명사
2543,-1,경기,명사
2544,-1,계곡,명사
2545,-1,국회의원,명사
2546,-1,다투다,동사
2548,-1,도저히,부사
2551,-1,뻗다,동사
2552,-1,생활하다,동사
2553,-1,솔직하다,형용사
2554,-1,안타깝다,형용사
2555,-1,앞장서다,동사
2556,-1,요청하다,동사
2557,-1,이르다,형용사
2558,-1,일치하다,동사
2559,-1,젓다,동사
2560,-1,정치권,명사
2561,-1,처녀,명사
2562,-1,축제,명사
2563,-1,터뜨리다,동사
2564,-1,학습,명사
2565,-1,개발되다,동사
2566,-1,높이,부사
2567,-1,당연히,부사
2568,-1,대비하다,동사
2569,-1,동쪽,명사
2570,-1,떨리다,동사
2571,-1,마구,부사
2572,-1,만남,명사
2573,-1,미디어,명사
2574,-1,복도,명사
2575,-1,수상,명사
2576,-1,쓰러지다,동사
2578,-1,영상,명사
2579,-1,영혼,명사
2580,-1,운전사,명사
2581,-1,자랑스럽다,형용사
2582,-1,잠깐,명사
2583,-1,적당하다,형용사
2584,-1,적용되다,동사
2586,-1,지속적,명사
2587,-1,진행하다,동사
2588,-1,차별,명사
2589,-1,곳곳,명사
2590,-1,구분,명사
2591,-1,금지,명사
2592,-1,내지,부사
2593,-1,달려오다,동사
2594,-1,둘러보다,동사
2595,-1,분노,명사
2596,-1,비교,명사
2598,-1,소위,부사
2599,-1,스치다,동사
2601,-1,역사적,명사
2602,-1,열차,명사
2603,-1,요즈음,명사
2604,-1,유난히,부사
2605,-1,의무,명사
2606,-1,잃어버리다,동사
2607,-1,잠깐,부사
2608,-1,잠들다,동사
2609,-1,정식,명사
2610,-1,조용하다,형용사
2611,-1,즉시,명사
2612,-1,최선,명사
2613,-1,탑,명사
2614,-1,한복,명사
2615,-1,활동하다,동사
2616,-1,건축,명사
2617,-1,귀엽다,형용사
2618,-1,답답하다,형용사
2619,-1,당황하다,동사
2620,-1,동일하다,형용사
2621,-1,떨어뜨리다,동사
2622,-1,똑같이,부사
2623,-1,라면,명사
2624,-1,말,명사
2625,-1,밀가루,명사
2626,-1,바깥,명사
2627,-1,바지,명사
2628,-1,벌리다,동사
2629,-1,보고서,명사
2630,-1,보관하다,동사
2631,-1,부딪치다,동사
2632,-1,빨래,명사
2633,-1,상하다,동사
2634,-1,설치,명사
2635,-1,식용유,명사
2636,-1,싫어하다,동사
2637,-1,업종,명사
2638,-1,연출,명사
2639,-1,테이블,명사
2640,-1,트이다,동사
2641,-1,피곤하다,형용사
2642,-1,한국어,명사
2643,-1,한자,명사
2644,-1,겁,명사
2646,-1,관리,명사
2647,-1,국제화,명사
2648,-1,근육,명사
2650,-1,깔리다,동사
2653,-1,사전,명사
2654,-1,산소,명사
2655,-1,석유,명사
2656,-1,소리치다,동사
2657,-1,시,명사
2658,-1,신선하다,형용사
2659,-1,안경,명사
2660,-1,약속하다,동사
2661,-1,연합,명사
2663,-1,인격,명사
2664,-1,장,명사
2665,-1,적,명사
2666,-1,조심하다,동사
2667,-1,질,명사
2668,-1,찌르다,동사
2669,-1,책임자,명사
2670,-1,총,관사
2671,-1,취미,명사
2672,-1,표,명사
2673,-1,품목,명사
2674,-1,확대되다,동사
2675,-1,거실,명사
2677,-1,논,명사
2678,-1,덥다,형용사
2679,-1,둘째,관사
2680,-1,바보,명사
2681,-1,별,관사
2682,-1,보람,명사
2683,-1,부작용,명사
2684,-1,비난,명사
2687,-1,신고,명사
2688,-1,야구,명사
2689,-1,어떡하다,부정사
2690,-1,예상,명사
2691,-1,위협,명사
2692,-1,이,명사
2694,-1,이상,명사
2696,-1,잠기다,동사
2698,-1,주고받다,동사
2699,-1,주먹,명사
2700,-1,지지,명사
2701,-1,털다,동사
2702,-1,경고,명사
2703,-1,공개하다,동사
2704,-1,과목,명사
2705,-1,구경,명사
2706,-1,그분,대명사
2707,-1,근무,명사
2708,-1,논쟁,명사
2710,-1,달아나다,동사
2711,-1,묶다,동사
2712,-1,성명,명사
2713,-1,소스,명사
2714,-1,수십,관사
2715,-1,신다,동사
2716,-1,우리말,명사
2717,-1,유교,명사
2718,-1,이불,명사
2719,-1,이성,명사
2720,-1,일상,명사
2721,-1,자동,명사
2722,-1,장래,명사
2723,-1,전개되다,동사
2724,-1,죄송하다,형용사
2725,-1,중요성,명사
2726,-1,크다,동사
2727,-1,탤런트,명사
2728,-1,특별히,부사
2729,-1,품질,명사
2730,-1,회견,명사
2731,-1,훔치다,동사
2732,-1,흔적,명사
2733,-1,고전,명사
2734,-1,과학적,명사
2735,-1,구분하다,동사
2736,-1,그럼,감탄사
2739,-1,뇌,명사
2741,-1,봉투,명사
2742,-1,분명,부사
2743,-1,사설,명사
2744,-1,승리,명사
2748,-1,좌우,명사
2749,-1,주,관사
2751,-1,지다,동사
2752,-1,추억,명사
2753,-1,하여튼,부사
2754,-1,함부로,부사
2755,-1,향기,명사
2756,-1,현지,명사
2757,-1,가늘다,형용사
2758,-1,개인적,명사
2759,-1,겉,명사
2760,-1,굽히다,동사
2761,-1,근무하다,동사
2762,-1,깜짝,부사
2763,-1,넓히다,동사
2765,-1,떠들다,동사
2767,-1,매년,부사
2768,-1,발생,명사
2771,-1,셋,수사
2772,-1,소주,명사
2773,-1,손바닥,명사
2774,-1,승용차,명사
2775,-1,어색하다,형용사
2776,-1,얹다,동사
2777,-1,의학,명사
2779,-1,장점,명사
2780,-1,적당히,부사
2781,-1,줍다,동사
2782,-1,진출,명사
2783,-1,창조,명사
2785,-1,평범하다,형용사
2786,-1,프로,명사
2787,-1,홍보,명사
2788,-1,확인,명사
2789,-1,가루,명사
2790,-1,건지다,동사
2792,-1,깨지다,동사
2793,-1,내다보다,동사
2795,-1,대량,명사
2796,-1,동행,명사
2797,-1,들,명사
2798,-1,떼,명사
2799,-1,마땅하다,형용사
2800,-1,바로잡다,동사
2801,-1,박히다,동사
2802,-1,방금,부사
2803,-1,생선,명사
2804,-1,슬픔,명사
2805,-1,아무렇다,형용사
2806,-1,이용되다,동사
2807,-1,이튿날,명사
2808,-1,임시,명사
2809,-1,제거하다,동사
2810,-1,줄다,동사
2811,-1,지구,명사
2812,-1,지우다,동사
2813,-1,참기름,명사
2814,-1,통,명사
2815,-1,특수,명사
2816,-1,팬,명사
2817,-1,합치다,동사
2818,-1,호기심,명사
2821,-1,골목,명사
2822,-1,기운,명사
2823,-1,기획,명사
2824,-1,대충,부사
2825,-1,돌아서다,동사
2826,-1,동화,명사
2827,-1,두껍다,형용사
2828,-1,맞서다,동사
2829,-1,모자라다,동사
2830,-1,박다,동사
2831,-1,본성,명사
2832,-1,상상하다,동사
2833,-1,생산력,명사
2834,-1,셋째,수사
2835,-1,안전하다,형용사
2838,-1,유학,명사
2839,-1,이르다,동사
2842,-1,장비,명사
2843,-1,정치인,명사
2844,-1,정치적,명사
2845,-1,졸업,명사
2847,-1,처벌,명사
2848,-1,카페,명사
2849,-1,콤플렉스,명사
2850,-1,검토,명사
2852,-1,그다음,명사
2853,-1,기법,명사
2854,-1,끓다,동사
2855,-1,날아오다,동사
2856,-1,농담,명사
2857,-1,닭,명사
2858,-1,담임,명사
2859,-1,도중,명사
2860,-1,두드러지다,형용사
2861,-1,맥주,명사
2862,-1,모래,명사
2864,-1,살아남다,동사
2865,-1,살인,명사
2866,-1,성질,명사
2868,-1,신호,명사
2870,-1,아버님,명사
2872,-1,의심하다,동사
2873,-1,인,명사
2874,-1,잇따르다,동사
2875,-1,자랑하다,동사
2876,-1,자판,명사
2877,-1,적용,명사
2878,-1,전기,명사
2879,-1,중반,명사
2880,-1,지시하다,동사
2881,-1,출발,명사
2882,-1,허용하다,동사
2884,-1,가르침,명사
2885,-1,각국,명사
2887,-1,교과서,명사
2888,-1,그려지다,동사
2889,-1,꾸준히,부사
2891,-1,다수,명사
2892,-1,덕분,명사
2893,-1,돼지,명사
2894,-1,두드리다,동사
2896,-1,무리,명사
2897,-1,물음,명사
2898,-1,빌다,동사
2899,-1,수영,명사
2900,-1,스님,명사
2901,-1,썩다,동사
2902,-1,어머님,명사
2903,-1,엉뚱하다,형용사
2904,-1,여보,감탄사
2905,-1,잊어버리다,동사
2906,-1,정면,명사
2907,-1,조각,명사
2910,-1,태우다,동사
2911,-1,해석,명사
2913,-1,가리다,동사
2916,-1,계산하다,동사
2918,-1,근원,명사
2919,-1,기차,명사
2920,-1,담그다,동사
2921,-1,마음대로,부사
2923,-1,며느리,명사
2924,-1,믿음,명사
2925,-1,발견,명사
2926,-1,보고,명사
2927,-1,부탁하다,동사
2928,-1,사용자,명사
2929,-1,사회주의,명사
2930,-1,설치되다,동사
2931,-1,수도권,명사
2932,-1,식탁,명사
2933,-1,실패하다,동사
2934,-1,영원하다,형용사
2935,-1,우연히,부사
2936,-1,자극,명사
2939,-1,정해지다,동사
2942,-1,직접,명사
2944,-1,짚다,동사
2946,-1,총리,명사
2947,-1,칭찬,명사
2948,-1,튼튼하다,형용사
2949,-1,햇빛,명사
2950,-1,공원,명사
2952,-1,긍정적,명사
2953,-1,논의하다,동사
2954,-1,대출,명사
2955,-1,덕,명사
2956,-1,돌보다,동사
2957,-1,뒤집다,동사
2958,-1,먼지,명사
2959,-1,바닷가,명사
2960,-1,바치다,동사
2961,-1,반하다,동사
2962,-1,발표되다,동사
2963,-1,부정하다,동사
2964,-1,불러일으키다,동사
2965,-1,사원,명사
2966,-1,소유자,명사
2968,-1,씹다,동사
2969,-1,아무튼,부사
2970,-1,안되다,동사
2971,-1,액수,명사
2972,-1,왠지,부사
2973,-1,욕심,명사
2974,-1,우승,명사
2975,-1,익다,동사
2976,-1,제출하다,동사
2977,-1,조심스럽다,형용사
2978,-1,직전,명사
2979,-1,짐작하다,동사
2981,-1,택하다,동사
2982,-1,터,명사
2984,-1,피시,명사
2985,-1,흘러나오다,동사
2986,-1,가구,명사
2987,-1,간단히,부사
2988,-1,강물,명사
2989,-1,거꾸로,부사
2990,-1,궁극적,명사
2991,-1,극히,부사
2992,-1,기여하다,동사
2993,-1,꼭,부사
2994,-1,날짜,명사
2995,-1,대륙,명사
2996,-1,되게,부사
2997,-1,뒤따르다,동사
2998,-1,리듬,명사
3000,-1,모니터,명사
3001,-1,범인,명사
3002,-1,변동,명사
3003,-1,불가피하다,형용사
3004,-1,삶다,동사
3005,-1,샌드위치,명사
3006,-1,서류,명사
3008,-1,손해,명사
3009,-1,숨지다,동사
3010,-1,아유,감탄사
3011,-1,요청,명사
3012,-1,운,명사
3014,-1,일상생활,명사
3015,-1,자존심,명사
3016,-1,주저앉다,동사
3017,-1,증권사,명사
3018,-1,진하다,형용사
3019,-1,초원,명사
3020,-1,최종,명사
3022,-1,회복하다,동사
3023,-1,흘러가다,동사
3024,-1,흥미,명사
3025,-1,검사,명사
3027,-1,그쪽,대명사
3028,-1,꾸다,동사
3029,-1,내려다보다,동사
3030,-1,눈썹,명사
3032,-1,대신하다,동사
3034,-1,두렵다,형용사
3035,-1,등장,명사
3036,-1,디자인,명사
3037,-1,마디,명사
3038,-1,미처,부사
3039,-1,비닐,명사
3040,-1,비율,명사
3042,-1,생물,명사
3043,-1,소음,명사
3044,-1,양국,명사
3045,-1,얼핏,부사
3046,-1,오래되다,동사
3047,-1,웬,관사
3049,-1,조각,명사
3051,-1,중부,명사
3052,-1,차,명사
3053,-1,채소,명사
3056,-1,침,명사
3057,-1,털,명사
3058,-1,판매하다,동사
3059,-1,항의,명사
3060,-1,해당,명사
3061,-1,확보,명사
3062,-1,환경오염,명사
3063,-1,가치관,명사
3064,-1,검은색,명사
3065,-1,고생하다,동사
3067,-1,기원전,명사
3068,-1,기타,명사
3069,-1,긴급,명사
3070,-1,꺾다,동사
3071,-1,꿈꾸다,동사
3072,-1,무려,부사
3073,-1,묻히다,동사
3075,-1,수표,명사
3076,-1,실태,명사
3077,-1,아쉽다,형용사
3078,-1,애정,명사
3079,-1,얘,부정사
3080,-1,어머,감탄사
3081,-1,여보세요,감탄사
3083,-1,일정,명사
3084,-1,장르,명사
3085,-1,저렇다,형용사
3086,-1,접하다,동사
3087,-1,정성,명사
3088,-1,제약,명사
3089,-1,쫓다,동사
3090,-1,천,관사
3091,-1,추가,명사
3093,-1,테이프,명사
3095,-1,품,명사
3097,-1,해석,명사
3098,-1,확인되다,동사
3099,-1,가하다,동사
3100,-1,간장,명사
3101,-1,강의,명사
3102,-1,거,대명사
3104,-1,고민하다,동사
3105,-1,과,명사
3107,-1,교환,명사
3108,-1,국어,명사
3109,-1,노랗다,형용사
3110,-1,다치다,동사
3111,-1,동양,명사
3112,-1,동포,명사
3113,-1,뚫다,동사
3116,-1,상,명사
3117,-1,새,명사
3122,-1,악기,명사
3124,-1,연말,명사
3125,-1,올려놓다,동사
3126,-1,외면하다,동사
3127,-1,원고,명사
3129,-1,정말,명사
3130,-1,줄곧,부사
3131,-1,지출,명사
3133,-1,차,명사
3134,-1,치우다,동사
3135,-1,피로,명사
3136,-1,향,명사
3137,-1,개선하다,동사
3138,-1,계좌,명사
3140,-1,당기다,동사
3141,-1,도,명사
3142,-1,들다,보조사
3143,-1,따르다,동사
3144,-1,말기,명사
3145,-1,말없이,부사
3146,-1,망하다,동사
3147,-1,문서,명사
3148,-1,박수,명사
3150,-1,부자,명사
3151,-1,사흘,명사
3152,-1,서쪽,명사
3153,-1,성립되다,동사
3154,-1,손자,명사
3156,-1,신랑,명사
3157,-1,실습,명사
3160,-1,일찍이,부사
3161,-1,자율,명사
3162,-1,제법,부사
3163,-1,집중되다,동사
3164,-1,창조적,명사
3166,-1,천장,명사
3168,-1,파다,동사
3169,-1,하긴,부사
3170,-1,해결되다,동사
3171,-1,향상,명사
3172,-1,화가,명사
3173,-1,가라앉다,동사
3174,-1,감싸다,동사
3175,-1,고작,부사
3176,-1,구경하다,동사
3177,-1,국물,명사
3178,-1,기구,명사
3180,-1,깔다,동사
3181,-1,다짐하다,동사
3183,-1,대합실,명사
3184,-1,말씀드리다,동사
3185,-1,매장,명사
3186,-1,멀어지다,동사
3187,-1,명칭,명사
3188,-1,불쌍하다,형용사
3190,-1,상업,명사
3191,-1,생산되다,동사
3192,-1,숨기다,동사
3193,-1,실력,명사
3194,-1,야채,명사
3196,-1,엉덩이,명사
3197,-1,울음,명사
3199,-1,이달,명사
3200,-1,인체,명사
3201,-1,저고리,명사
3202,-1,전부,명사
3203,-1,즐거움,명사
3204,-1,지다,동사
3205,-1,진단,명사
3206,-1,질병,명사
3207,-1,짜다,동사
3208,-1,체력,명사
3209,-1,친하다,형용사
3211,-1,헤아리다,동사
3213,-1,각기,부사
3214,-1,경찰서,명사
3215,-1,곧바로,부사
3216,-1,관찰,명사
3217,-1,구두,명사
3219,-1,군사,명사
3220,-1,귀신,명사
3221,-1,귀하다,형용사
3222,-1,그토록,부사
3223,-1,기초하다,동사
3224,-1,깊이,명사
3225,-1,나뭇가지,명사
3226,-1,낫다,동사
3228,-1,답하다,동사
3229,-1,대가,명사
3230,-1,더위,명사
3231,-1,되찾다,동사
3232,-1,말리다,동사
3233,-1,무덤,명사
3234,-1,물결,명사
3235,-1,밥상,명사
3236,-1,보장하다,동사
3237,-1,사과,명사
3238,-1,사귀다,동사
3240,-1,서너,관사
3241,-1,솟다,동사
3242,-1,실패,명사
3243,-1,예상하다,동사
3244,-1,예외,명사
3245,-1,완전,명사
3246,-1,웃기다,동사
3247,-1,유리,명사
3248,-1,절대적,명사
3249,-1,제작하다,동사
3250,-1,쥐,명사
3251,-1,최대한,명사
3252,-1,턱,명사
3253,-1,팔리다,동사
3254,-1,품다,동사
3255,-1,하하,부사
3257,-1,형부,명사
3258,-1,휴식,명사
3259,-1,굳다,형용사
3260,-1,굳어지다,동사
3261,-1,굶다,동사
3262,-1,금년,명사
3263,-1,기기,명사
3264,-1,까맣다,형용사
3265,-1,나침반,명사
3267,-1,농부,명사
3268,-1,대학원,명사
3269,-1,더럽다,형용사
3270,-1,도달하다,동사
3271,-1,뒤늦다,형용사
3272,-1,뒤지다,동사
3273,-1,등록,명사
3274,-1,디스크,명사
3275,-1,맛보다,동사
3277,-1,무늬,명사
3278,-1,문장,명사
3279,-1,묻다,동사
3280,-1,변호사,명사
3283,-1,상,명사
3284,-1,상상력,명사
3287,-1,여학생,명사
3288,-1,영업,명사
3289,-1,예,명사
3290,-1,예방,명사
3291,-1,완성,명사
3292,-1,유리하다,형용사
3293,-1,자연환경,명사
3296,-1,증명하다,동사
3297,-1,지적되다,동사
3298,-1,지점,명사
3299,-1,철저히,부사
3300,-1,코스,명사
3301,-1,학부모,명사
3302,-1,합리적,명사
3304,-1,해석하다,동사
3305,-1,힘쓰다,동사
3306,-1,거듭,부사
3307,-1,귀국하다,동사
3308,-1,기뻐하다,동사
3309,-1,날리다,동사
3310,-1,내려놓다,동사
3311,-1,냉장고,명사
3312,-1,당근,명사
3313,-1,덜다,동사
3315,-1,뛰어넘다,동사
3316,-1,마누라,명사
3317,-1,맞이하다,동사
3318,-1,불행하다,형용사
3320,-1,신고하다,동사
3321,-1,연속,명사
3322,-1,외롭다,형용사
3323,-1,욕,명사
3324,-1,원장,명사
3325,-1,유물,명사
3326,-1,저절로,부사
3327,-1,절,명사
3328,-1,정비,명사
3330,-1,주의,명사
3331,-1,지난번,명사
3333,-1,집어넣다,동사
3334,-1,통계,명사
3335,-1,파일,명사
3337,-1,피해자,명사
3338,-1,필수적,명사
3339,-1,학용품,명사
3340,-1,화분,명사
3341,-1,환하다,형용사
3342,-1,갈색,명사
3343,-1,감기,명사
3344,-1,강남,명사
3346,-1,구속되다,동사
3348,-1,돌아다니다,동사
3350,-1,멋지다,형용사
3351,-1,반발,명사
3352,-1,반찬,명사
3353,-1,방지,명사
3354,-1,배다,동사
3356,-1,보장,명사
3357,-1,빠져나오다,동사
3358,-1,새다,동사
3360,-1,소개되다,동사
3361,-1,씨,명사
3362,-1,안쪽,명사
3364,-1,억울하다,형용사
3365,-1,오가다,동사
3366,-1,요구되다,동사
3367,-1,음성,명사
3368,-1,이윽고,부사
3370,-1,장식,명사
3371,-1,전개하다,동사
3372,-1,전날,명사
3373,-1,전반적,명사
3377,-1,척하다,보조사
3380,-1,풍습,명사
3381,-1,한가운데,명사
3382,-1,한정되다,동사
3383,-1,해내다,동사
3384,-1,흉내,명사
3385,-1,감옥,명사
3386,-1,갚다,동사
3388,-1,건전하다,형용사
3389,-1,결혼식,명사
3390,-1,계산기,명사
3392,-1,광장,명사
3393,-1,그렇지,감탄사
3394,-1,깨다,동사
3395,-1,꽉,부사
3396,-1,끼우다,동사
3398,-1,노래하다,동사
3399,-1,다듬다,동사
3400,-1,다름없다,형용사
3401,-1,당당하다,형용사
3402,-1,댐,명사
3403,-1,덩어리,명사
3404,-1,두뇌,명사
3406,-1,모처럼,부사
3407,-1,물리학,명사
3408,-1,벌,명사
3410,-1,부정적,명사
3411,-1,북부,명사
3412,-1,분리,명사
3413,-1,상당,명사
3415,-1,세다,형용사
3416,-1,소개,명사
3417,-1,수화기,명사
3419,-1,애인,명사
3420,-1,애초,명사
3421,-1,얇다,형용사
3422,-1,양념,명사
3423,-1,에,감탄사
3425,-1,오염되다,동사
3426,-1,오해,명사
3428,-1,웬일,명사
3431,-1,의식,명사
3432,-1,의지하다,동사
3433,-1,일기,명사
3434,-1,절대,부사
3436,-1,제한하다,동사
3437,-1,존중하다,동사
3439,-1,창고,명사
3440,-1,채,부사
3441,-1,책임지다,동사
3442,-1,청춘,명사
3443,-1,초반,명사
3446,-1,트럭,명사
3447,-1,파,명사
3448,-1,폭넓다,형용사
3449,-1,표현되다,동사
3450,-1,학번,명사
3451,-1,학원,명사
3452,-1,허가,명사
3453,-1,헤매다,동사
3454,-1,가장,명사
3459,-1,곡,명사
3460,-1,곡식,명사
3462,-1,꽂다,동사
3466,-1,두려움,명사
3467,-1,망설이다,동사
3468,-1,무리,명사
3470,-1,버터,명사
3471,-1,별다르다,형용사
3472,-1,보편적,명사
3473,-1,부품,명사
3476,-1,뻔하다,형용사
3477,-1,뽑히다,동사
3478,-1,상담,명사
3479,-1,서부,명사
3481,-1,속담,명사
3482,-1,시중,명사
3484,-1,심사,명사
3485,-1,아이,감탄사
3486,-1,앞세우다,동사
3488,-1,유사하다,형용사
3489,-1,유치원,명사
3490,-1,의욕,명사
3491,-1,인근,명사
3493,-1,일반인,명사
3494,-1,작성하다,동사
3495,-1,전공,명사
3497,-1,정기,명사
3498,-1,제의,명사
3499,-1,종일,명사
3500,-1,좋아지다,동사
3502,-1,차림,명사
3503,-1,창조하다,동사
3504,-1,추위,명사
3505,-1,토마토,명사
3506,-1,파랗다,형용사
3507,-1,펴내다,동사
3509,-1,하드웨어,명사
3510,-1,화장,명사
3512,-1,가져가다,동사
3513,-1,감자,명사
3514,-1,강렬하다,형용사
3515,-1,갖다,보조사
3516,-1,괴롭다,형용사
3517,-1,교통사고,명사
3520,-1,내일,부사
3523,-1,되풀이하다,동사
3524,-1,딱,부사
3526,-1,메시지,명사
3527,-1,면하다,동사
3528,-1,모색하다,동사
3530,-1,붙잡다,동사
3531,-1,빛깔,명사
3532,-1,뺨,명사
3533,-1,사방,명사
3534,-1,살림,명사
3537,-1,실현,명사
3538,-1,아냐,감탄사
3539,-1,연예인,명사
3540,-1,영원히,부사
3541,-1,월급,명사
3542,-1,유행,명사
3544,-1,이내,부사
3545,-1,이리,부사
3547,-1,제발,부사
3550,-1,차츰,부사
3553,-1,투표,명사
3554,-1,파괴하다,동사
3555,-1,하느님,명사
3557,-1,해당되다,동사
3559,-1,홀로,부사
3560,-1,가까이,명사
3561,-1,가득하다,형용사
3562,-1,각자,부사
3563,-1,감히,부사
3564,-1,강요하다,동사
3565,-1,개미,명사
3566,-1,관습,명사
3567,-1,광경,명사
3571,-1,금세,부사
3572,-1,낮추다,동사
3574,-1,내주다,동사
3578,-1,명의,명사
3579,-1,물고기,명사
3580,-1,물러나다,동사
3581,-1,밀접하다,형용사
3582,-1,부탁,명사
3583,-1,분량,명사
3584,-1,불과,부사
3585,-1,뻔하다,보조사
3587,-1,상자,명사
3588,-1,새해,명사
3589,-1,소박하다,형용사
3590,-1,수없이,부사
3591,-1,승진,명사
3592,-1,양,관사
3593,-1,얼음,명사
3596,-1,열매,명사
3600,-1,적히다,동사
3602,-1,점수,명사
3603,-1,제한되다,동사
3605,-1,지속되다,동사
3606,-1,쫓기다,동사
3607,-1,쭉,부사
3611,-1,통장,명사
3613,-1,평가되다,동사
3614,-1,하도,부사
3615,-1,한창,부사
3616,-1,해안,명사
3617,-1,호박,명사
3619,-1,흑인,명사
3620,-1,간,명사
3621,-1,갇히다,동사
3623,-1,결심하다,동사
3624,-1,경기장,명사
3625,-1,고장,명사
3628,-1,근로,명사
3629,-1,눈동자,명사
3630,-1,늦다,동사
3631,-1,닥치다,동사
3633,-1,도시락,명사
3634,-1,뜯다,동사
3636,-1,몸짓,명사
3638,-1,부담하다,동사
3640,-1,부회장,명사
3642,-1,빼앗다,동사
3643,-1,삼키다,동사
3645,-1,성실하다,형용사
3646,-1,스튜디오,명사
3647,-1,실제,부사
3649,-1,요새,명사
3650,-1,이상적,명사
3652,-1,일쑤,명사
3653,-1,일체,명사
3654,-1,자꾸만,부사
3655,-1,잦다,형용사
3656,-1,절망,명사
3657,-1,접다,동사
3659,-1,제시되다,동사
3660,-1,주방,명사
3662,-1,진출하다,동사
3663,-1,짜증,명사
3664,-1,첫날,명사
3666,-1,통과하다,동사
3667,-1,투명하다,형용사
3671,-1,확산되다,동사
3672,-1,경력,명사
3674,-1,고통스럽다,형용사
3675,-1,곤란하다,형용사
3676,-1,공중,명사
3677,-1,공해,명사
3679,-1,귀찮다,형용사
3680,-1,기대다,동사
3681,-1,깨어나다,동사
3682,-1,꼽히다,동사
3683,-1,대다수,명사
3685,-1,듯싶다,보조사
3686,-1,먹이,명사
3687,-1,무,명사
3688,-1,무료,명사
3689,-1,밉다,형용사
3690,-1,발레,명사
3693,-1,상징하다,동사
3694,-1,실현하다,동사
3695,-1,아깝다,형용사
3696,-1,안정되다,동사
3698,-1,어리석다,형용사
3699,-1,엎드리다,동사
3700,-1,여럿,명사
3702,-1,연설,명사
3703,-1,연필,명사
3704,-1,염려,명사
3706,-1,우습다,형용사
3707,-1,운전,명사
3708,-1,익숙하다,형용사
3709,-1,일자,명사
3710,-1,잔치,명사
3712,-1,전달되다,동사
3713,-1,전부,부사
3716,-1,차다,형용사
3718,-1,치료하다,동사
3719,-1,칸,명사
3720,-1,한,명사
3723,-1,갈수록,부사
3725,-1,갖가지,명사
3726,-1,거절하다,동사
3730,-1,관광객,명사
3731,-1,구별하다,동사
3732,-1,국,명사
3735,-1,다행,명사
3737,-1,동의,명사
3740,-1,마무리,명사
3741,-1,마주치다,동사
3742,-1,막상,부사
3743,-1,몇,수사
3744,-1,몸통,명사
3745,-1,못,명사
3746,-1,묘사하다,동사
3748,-1,미술관,명사
3750,-1,베다,동사
3751,-1,보장되다,동사
3752,-1,볼,명사
3753,-1,부분적,명사
3754,-1,불고기,명사
3755,-1,불리다,동사
3756,-1,불행,명사
3757,-1,비명,명사
3759,-1,순수,명사
3760,-1,시각,명사
3761,-1,실질적,명사
3762,-1,안개,명사
3764,-1,여름철,명사
3765,-1,오로지,부사
3766,-1,완성하다,동사
3767,-1,이런저런,관사
3769,-1,임무,명사
3770,-1,자연히,부사
3772,-1,장난,명사
3773,-1,저런,관사
3774,-1,전용,명사
3778,-1,지극히,부사
3779,-1,청하다,동사
3783,-1,확정,명사
3784,-1,가상,명사
3785,-1,각자,명사
3786,-1,간혹,부사
3787,-1,개방하다,동사
3791,-1,관계되다,동사
3792,-1,국산,명사
3794,-1,그해,명사
3795,-1,꺼지다,동사
3796,-1,꼭대기,명사
3797,-1,끊어지다,동사
3800,-1,도,명사
3802,-1,리그,명사
3803,-1,마이크,명사
3804,-1,만족하다,형용사
3805,-1,메우다,동사
3806,-1,면적,명사
3808,-1,목욕,명사
3809,-1,반성,명사
3810,-1,벌떡,부사
3811,-1,보상,명사
3812,-1,분리되다,동사
3813,-1,빚,명사
3814,-1,새기다,동사
3815,-1,서민,명사
3817,-1,선정하다,동사
3820,-1,세다,동사
3821,-1,소수,명사
3822,-1,쇼,명사
3823,-1,수학,명사
3824,-1,시어머니,명사
3825,-1,시집,명사
3826,-1,연간,명사
3827,-1,영화제,명사
3828,-1,예측하다,동사
3829,-1,용도,명사
3830,-1,의심,명사
3831,-1,이동하다,동사
3832,-1,자극하다,동사
3833,-1,재빨리,부사
3835,-1,적합하다,형용사
3836,-1,전화번호,명사
3837,-1,조절하다,동사
3838,-1,조정,명사
3839,-1,중얼거리다,동사
3841,-1,지급하다,동사
3845,-1,확장,명사
3847,-1,감사하다,형용사
3849,-1,건조,명사
3851,-1,고요하다,형용사
3852,-1,그대,대명사
3853,-1,그립다,형용사
3854,-1,긋다,동사
3855,-1,기둥,명사
3856,-1,긴장하다,동사
3857,-1,날카롭다,형용사
3859,-1,논하다,동사
3860,-1,느리다,형용사
3861,-1,도덕,명사
3862,-1,동부,명사
3863,-1,뒷모습,명사
3864,-1,똑똑하다,형용사
3865,-1,만,관사
3866,-1,만만하다,형용사
3867,-1,못되다,형용사
3869,-1,보고하다,동사
3870,-1,사무소,명사
3871,-1,사촌,명사
3872,-1,상,명사
3874,-1,상인,명사
3875,-1,선언하다,동사
3876,-1,소원,명사
3877,-1,수입하다,동사
3878,-1,식다,동사
3879,-1,엿보다,동사
3880,-1,완성되다,동사
3881,-1,유적,명사
3883,-1,일생,명사
3884,-1,입히다,동사
3885,-1,잡아먹다,동사
3886,-1,정보화,명사
3887,-1,종종,부사
3888,-1,지갑,명사
3890,-1,차다,동사
3891,-1,창작,명사
3892,-1,축소,명사
3893,-1,취향,명사
3894,-1,친절하다,형용사
3895,-1,카운터,명사
